Starling ID,Headwords,Gloss,chosen_abbr,llm_second,v1_choice,v2_choice,agrees_v1,agrees_v2
PDR879,*kūr-,"love, affection",EM_LO,EM_EF,EM_LO,EM_DR,YES,
PDR880,*kūr- (?),to sit,SR_SI,DF_DW,SR_SI,SR_SI,YES,YES
PDR881,*kūrn-,to sleep,BP_SL,TI_NG,BP_SL,BP_SL,YES,YES
PDR882,*kūẓ-,"wicked, cruel; rude",EM_BD,MT_FS,LJ_SW,EM_UG,,
PDR883,*kūẓ-,rice porridge,FD_FD,FD_CO,FD_BW,FD_DI,,
PDR884,*k̂ac-,"dirt, impurity",SP_DS,PA_SW,PW_GS,SP_DS,,YES
PDR885,*k̂aḍ-,"calf, deer",AN_CF,AN_DE,AN_CF,AN_CF,YES,YES
PDR886,*k̂aḍ-,"bison, elk, deer",AN_DE,AN_CB,AN_DE,AN_DE,YES,YES
PDR887,*k̂aḍ-a-,to cross,MO_GO,SR_SE,SR_CS,SR_CS,,
PDR888,*k̂amaṇ-,forest,PW_WF,AV_GA,PW_WF,PW_WF,YES,YES
PDR889,*k̂aṬ-,to bite,BP_BI,PA_SH,BP_BI,BP_BI,YES,YES
PDR890,*k̂av-,bifurcation,SR_FS,SR_DI,MO_SH,AN_ST,,
PDR891,*k̂ā-,to go,MO_GO,TI_LS,MO_GO,MO_GA,YES,
PDR892,*k̂āi-,to die,BP_DD,MO_FA,BP_DD,BP_DD,YES,YES
PDR893,*k̂eb-,to speak; to lecture,LM_SY,LM_ST,LM_ST,LM_ST,,
PDR894,*k̂eḍ-,to perish,PT_DE,BP_DD,TI_FI,TI_CE,,
PDR895,*k̂edal-,white ant,AN_IN,AN_AN,AN_IN,AN_IN,YES,YES
PDR896,*k̂erp-,"sandal, shoe",CA_SO,CA_CC,CA_SO,CA_SO,YES,YES
PDR897,*k̂ēḏ-,to winnow,PA_SW,FD_GR,WH_SU,FD_KD,,
PDR898,*k̂ēṯ-,winnowing fan,PA_TO,FD_MF,EM_PR,MO_BL,,
PDR899,*k̂ī-,pus; to rot,SP_DS,BP_SH,BP_ED,BP_SS,,
PDR900,*k̂īnt-,date-palm,AV_TR,FD_FR,TI_MT,TI_NM,,
PDR901,*k̂oṭ-,1 shed 2 hamlet,DF_HU,AV_BA,DF_YR,DF_DW,,
PDR902,*k̂ōẓl-,to enter,MO_EN,SR_PU,MO_EN,MO_EN,YES,YES
PDR903,*k̂uḍ-,to cook,FD_CO,PW_BU,FD_CO,FD_CO,YES,YES
PDR904,*k̂um-,headpad; to carry (on head),PA_CA,BP_HN,BP_HE,BP_HE,,
PDR905,*k̂ur-,to shrink,SR_CE,MO_FA,PA_SR,PA_SR,,
PDR906,*k̂ūr-[Vḷ-],"to revolve, twist",MO_RO,SR_FS,MO_BL,MO_TA,,
PDR907,*lāṭ- (?),long,SR_LG,SR_TL,TI_LS,SR_LG,,YES
PDR908,*leiŋ- (??),tail,BP_TA,AN_AN,BP_TA,BP_TA,YES,YES
PDR909,*mac-,spot,SP_SG,BP_SH,SR_PL,SP_YL,,
PDR910,*maḍ-,to fold,PA_FO,SR_OP,PA_FO,PA_FO,YES,YES
PDR911,*maḍ-,"1 tired, lazy 2 to lie down",BP_SL,BP_WE,BP_SL,BP_SL,YES,YES
PDR912,*màḍ-,"stupid, ignorant; woman",MT_FS,EM_BD,MT_FS,MT_FS,YES,YES
PDR913,*màḍ-,cleanness; clean cloth,SP_CN,RB_HS,CA_CL,PA_WA,,
PDR914,*maḍ-,"to die, perish",BP_DD,PT_DE,BP_DD,BP_DD,YES,YES
PDR915,*màḍ-,heel,BP_FT,BP_BO,CA_SO,CA_SO,,
PDR916,*mads-,"intoxication, lust",EM_PA,EM_RF,EM_PA,EM_DE,YES,
PDR917,*màḍuv-,"pond, tank",PW_LA,PW_WA,PW_LA,PW_LA,YES,YES
PDR918,*maḏ-,"next, following; then",QN_MI,TI_AN,SO_CR,MO_FO,,
PDR919,*maḏ-,1 to turn 2 to fall,MO_TU,MO_FA,MO_FA,MO_TA,,
PDR920,*màḏ-,son,MK_SO,AN_MA,MK_SO,MK_SO,YES,YES
PDR921,*maḏ[a]-,"to lose, be lost",PT_LO,MT_FR,PT_LO,MT_FR,YES,
PDR922,*maḏVk-,mango; mahua,FD_FR,AV_TR,FD_PC,FD_FR,,YES
PDR923,*mag-Vḍ-,to turn,MO_TU,MO_RO,MO_TU,MO_TA,YES,
PDR924,*maɣ1-,child,MK_CH,MK_IN,AN_KI,MK_CH,,YES
PDR925,*mai-,1 body 2 breast,BP_BO,BP_BW,BP_BW,BP_BW,,
PDR926,*mainil- (?),peacock,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR927,*maj-,"1 mistake 2 bewilderment, intoxication 3 malt, beverage",FD_DR,MT_IM,FD_TH,EM_WA,,
PDR928,*majir,hair,BP_HA,AN_FE,BP_HA,BP_HA,YES,YES
PDR929,*majnd-,1 dew 2 cloud,PW_MI,PW_CL,PW_CL,PW_MI,,YES
PDR930,*majṭ- (?),toe-ring,CA_AD,CA_FR,BP_TE,CA_FR,,
PDR931,*majṭ- (?),"step, stair; to trample, tread",BP_FT,PA_WV,MO_WA,MO_WA,,
PDR932,*mak- (?),neck,BP_NK,BP_BO,BP_NK,BP_NK,YES,YES
PDR933,*mal-,to sleep,BP_SL,SR_LI,BP_SL,BP_SL,YES,YES
PDR934,*màl-,mountain,PW_MH,PW_WF,PW_MH,PW_MH,YES,YES
PDR935,*mal-,"to abund; fertile, rich",SR_GW,SR_XL,PT_RC,MO_BG,,
PDR936,*mal-,1 to roam 2 to turn,MO_TU,MO_GO,MO_TA,MO_TA,,
PDR937,*mal-,to open (as a flower),SR_OP,AV_FL,AV_FL,AV_FL,,
PDR938,*mal-,barren,AN_EW,BP_WO,PW_PF,SP_DR,,
PDR939,*mal-,"to shake, stir, agitate",MO_SH,PA_WV,MO_SH,MO_SH,YES,YES
PDR940,*mal-,to wrestle,WH_FI,PA_WV,MO_SW,PA_SH,,
PDR941,*màl-,"next, second",QN_MI,TI_AG,TI_MS,QN_TO,,
PDR942,*mal- (?),[negative morpheme],MT_IR,LM_ST,EM_HT,EM_HT,,
PDR943,*malaŋ-,eel,AN_FI,AN_AN,AN_FM,AN_FM,,
PDR944,*man-,to be,BP_LL,SR_ST,TI_FI,MT_SE,,
PDR945,*maṇ,"earth, clay",PW_EL,PW_GS,PA_CL,PA_CL,,
PDR946,*maṇ-,"to unite, marry",MK_MR,MK_MW,MK_MR,MK_MR,YES,YES
PDR947,*màn-,"petition, prayer",LM_AR,RB_PY,RB_PY,RB_PY,,
PDR948,*man- (?),good,EM_GD,SP_BR,EM_GD,EM_GD,YES,YES
PDR949,*maṇ- (?),wrist,BP_HN,BP_FT,CA_BR,BP_EL,,
PDR950,*mand-,multitude; herd,QN_MC,AN_LI,QN_MC,QN_MC,YES,YES
PDR951,*manḍ-,to burn,PW_BU,EM_AG,PW_BU,PW_BU,YES,YES
PDR952,*manḍ-,knee,BP_KN,SR_SI,BP_KN,BP_KN,YES,YES
PDR953,*manḍ- (?),"1 bowl, jar 2 skull, head",BP_SK,FD_BW,BP_SK,FD_BW,YES,
PDR954,*manḍ- (caus.*maṭ-),"close, crowded",SR_XL,MO_CC,QN_MC,SR_NE,,
PDR955,*maṇ-s-,man,MK_MA,MK_MS,MK_MA,MK_MS,YES,
PDR956,*manǯ-,rice,AV_RI,FD_FD,AV_RI,AV_RI,YES,YES
PDR957,*manǯ- (?),"yellow, turmeric",SP_YL,FD_VE,SP_YL,SP_YL,YES,YES
PDR958,*mar-,"1 to combine, join 2 to get accustomed to 3 to learn",SR_JU,MT_LE,MT_LE,SR_CG,,
PDR959,*mar-,grandchild; cousin; some k. of descendance,MK_GS,MK_NE,MK_DE,MK_GS,,YES
PDR960,*màran-,tree,AV_TR,PW_WD,PW_TR,AV_TR,,YES
PDR961,*marb-,"cloud; darkness, dimness",PW_CL,PW_MI,PW_DA,PW_CL,,YES
PDR962,*mard[-Vg-],sāj tree,AV_TR,PW_WD,AV_TR,AV_TR,YES,YES
PDR963,*mar-[g-],horn,BP_HO,AV_BN,BP_HO,BP_HO,YES,YES
PDR964,*marṇ-,to heal,BP_WH,FD_CO,BP_WH,EM_FG,YES,
PDR965,*marnd-,medicine,BP_WH,FD_FD,EM_CA,BP_SS,,
PDR966,*maruḷ-,"bewildered, insane; confusion",MT_IM,EM_FF,MT_IM,EM_WA,YES,
PDR967,*maruŋ-,1 side 2 rib,BP_RI,SR_SD,BP_RI,BP_RI,YES,YES
PDR968,*maṟ- (*-ḏ-),1 to burn 2 to boil,PW_BU,MO_BO,FD_BO,FD_BO,,
PDR969,*maṟan-,a k. of relative,MK_RE,MK_CO,MK_RE,MK_CO,YES,
PDR970,*mas-,black pigment,SP_BK,FD_FD,SP_BK,SP_DC,YES,
PDR971,*maṭ-,eyelid,BP_EY,BP_EB,BP_EY,BP_EB,YES,
PDR972,*maṭ-,1 stalk 2 branch,AV_BN,AV_LE,AV_BN,AV_FO,YES,
PDR973,*maṭ-,"short, small; to diminish",SR_SM,SR_SS,QN_LF,QN_LF,,
PDR974,*maṭ-,"level, measure",SR_MS,SR_FL,SR_MS,SR_MS,YES,YES
PDR975,*maẓ-,"1 obscure, dirty 2 to fade",SP_RG,SP_LL,MT_OB,SP_DS,,
PDR976,*maẓ- (?),rain,PW_RA,PW_WE,PW_RA,PW_RA,YES,YES
PDR977,*maẓs-,axe,WH_BA,PA_AX,WH_SW,WH_BA,,YES
PDR978,*mā-,"deer, elk",AN_DE,AN_AN,AN_DE,AN_DE,YES,YES
PDR979,*mā-,black; dark,PW_DA,SP_DC,SP_BK,SP_BK,,
PDR980,*mā-,mango,FD_FR,AV_TR,FD_FR,FD_FR,YES,YES
PDR981,*mā-,"afterbirth, placenta",BP_WO,BP_BO,BP_WO,BP_WO,YES,YES
PDR982,*māc-,man,MK_MA,MK_HB,MK_MA,MK_MA,YES,YES
PDR983,*māc-,"1 dirt, dirty 2 spot, stain",SP_DS,PW_DU,CA_BH,SP_DS,,YES
PDR984,*māḍ-,storied house; platform,DF_HS,DF_RF,DF_HO,DF_HS,,YES
PDR985,*māḍ-,"to make, to do; manner, mode",PA_MA,PA_BU,PA_MA,PA_MA,YES,YES
PDR986,*māḏ-,1 to exchange 2 to return,PT_TD,SR_CE,PT_GB,PT_GB,,
PDR987,*māj-,1 to disappear 2 to hide,SR_HC,MO_GA,SR_HC,SR_HC,YES,YES
PDR988,*mā(j)-,great,SR_XL,QN_MM,EM_GD,SR_XL,,YES
PDR989,*māl-,"1 confused, perturbed; intoxicated 2 liquor",MT_IM,EM_AN,FD_PO,EM_WA,,
PDR990,*māḷ-,to die; to destroy,BP_DD,TI_CE,BP_DD,BP_DD,YES,YES
PDR991,*māl-,"to bend, incline",PA_BN,MO_TU,PA_BN,PA_BN,YES,YES
PDR992,*māl-ai,"garland, wreath",CA_NC,CA_AD,TI_AU,CA_NC,,YES
PDR993,*mām-,mother's brother,MK_UN,MK_AU,MK_SW,MK_SL,,
PDR994,*māṇ-,penis,BP_PE,BP_BO,BP_PE,BP_PE,YES,YES
PDR995,*mānḍ-,to burn,PW_BU,PW_LK,PW_BU,PW_BU,YES,YES
PDR996,*mān(d)-,to cease; to be ruined,TI_CE,BP_DD,TI_CE,TI_CE,YES,YES
PDR997,*mā(ŋ)-,to ripen,SR_GW,TI_NW,FD_FR,FD_FR,,
PDR998,*mār- (?),breast,BP_BW,BP_FC,BP_BW,BP_BW,YES,YES
PDR999,*māṭ-,"to fix, prepare",PA_MA,SR_PU,TI_FI,PA_FG,,
PDR1000,*med-,brain,BP_BR,BP_BN,BP_BR,BP_BR,YES,YES
PDR1001,*med-,"to step on, trample",PA_SH,PA_DP,MO_JL,PA_SH,,YES
PDR1002,*meḍ-,neck,BP_NK,BP_TR,BP_NK,BP_NK,YES,YES
PDR1003,*medd-,"to put, plant",SR_PU,MO_TH,AV_SS,AV_PL,,
PDR1004,*mej-,"to praise, admire, be pleased with",EM_PR,EM_PL,EM_PR,EM_PR,YES,YES
PDR1005,*mel-,1 slow 2 soft,TI_SL,SP_SF,SP_SF,TI_SL,,YES
PDR1006,*mel-,to lighten,PW_LI,SR_GW,EM_PL,SP_BR,,
PDR1007,*meḷ-,"to revolve, turn; squint",MO_RO,MO_TU,MO_TA,MO_TA,,
PDR1008,*mel-[k-],to chew; cud,FD_EA,BP_BI,BP_BI,FD_SU,,
PDR1009,*ment-,fenugreek,AV_PN,FD_VE,WH_SW,AV_PN,,YES
PDR1010,*meṟ-,"to be light, lighten",SP_SH,PW_LG,PW_LG,SP_SH,,YES
PDR1011,*meṟ-,to cause pain; to revel,EM_PS,BP_SM,EM_PS,EM_PS,YES,YES
PDR1012,*met-,"to plaster, smear",PA_SO,PA_PR,CA_NE,PA_SW,,
PDR1013,*met-,soft,SP_SF,TI_SL,SP_SF,SP_SF,YES,YES
PDR1014,*met-ai,"bed; mattress, bedding",DF_BD,DF_FR,DF_BD,DF_BD,YES,YES
PDR1015,*meṭ-,hillock,PW_MH,PW_PF,PW_MH,PW_MH,YES,YES
PDR1016,*meẓV-,to smear,PA_SO,PA_RU,BP_SP,PA_WA,,
PDR1017,*mēḍ-,a k. of house,DF_HS,DF_RO,DF_HS,DF_HS,YES,YES
PDR1018,*mēḍ-i,fig tree,AV_TR,FD_FR,FD_FI,FD_FI,,
PDR1019,*mēj-,to graze,AN_PV,FD_EA,AN_PV,AN_HU,YES,
PDR1020,*mē-K-,goat; to bleat,AN_GO,AN_LI,AN_GO,AN_GO,YES,YES
PDR1021,*mē-[l-],"1 up; height 2 fine, good",SR_HI,SR_TO,SR_TL,MO_RL,,
PDR1022,*mēn-,body,BP_BO,SR_FS,BP_BO,BP_BO,YES,YES
PDR1023,*mēnǯ- (?),"egg, testicle",BP_EG,BP_TS,BP_TS,BP_EG,,YES
PDR1024,*mēṭ-,"haughty, lofty",EM_PD,SO_KK,AN_GS,SO_NO,,
PDR1025,*mēẓ-i,handle of plough,AV_PL,PA_TO,AV_PL,AV_PL,YES,YES
PDR1026,*miḍ-,to blink,BP_EY,SP_SE,BP_EY,BP_EY,YES,YES
PDR1027,*miḍ-,"to grieve, lament",EM_GS,EM_PS,EM_GS,EM_CW,YES,
PDR1028,*mìḍ-i,"young, tender (of fruit)",TI_YG,AV_CH,FD_FR,FD_FR,,
PDR1029,*mik-,"abundant, excessive; great; left over",QN_MM,SR_GW,QN_MC,QN_EN,,
PDR1030,*miḷi-,"to fall over, turn over",MO_FA,MO_TU,MO_TA,MO_TA,,
PDR1031,*miṇ-,to murmur,LM_ST,LM_VO,LM_ST,LM_BS,YES,
PDR1032,*minc-,"to exceed, surpass",SR_XL,MO_OV,TI_LS,MO_OV,,
PDR1033,*minḍ-,"1 great, exceeding 2 resolute, inobedient",BP_SM,EM_BR,EM_PR,EM_BR,,
PDR1034,*minḍ-,paramour,MK_RE,EM_LO,EM_PS,MK_SM,,
PDR1035,*miṉ-,to lighten; spark; star,PW_LG,PW_LI,PW_LI,SP_SH,,
PDR1036,*mis-,"to move, stir",MO_MO,MO_SH,MO_PS,MO_SH,,
PDR1037,*miṭ-,arrowhead,WH_AW,WH_WA,WH_AW,WH_AW,YES,YES
PDR1038,*miẓ-iŋ-,to swallow,FD_EA,BP_TR,BP_SP,FD_SU,,
PDR1039,*mī-,to wash,PA_WA,FD_EA,PA_WA,PA_WA,YES,YES
PDR1040,*mī-,"up, above",SR_HI,PW_MH,MO_RL,MO_RI,,
PDR1041,*mīc-,moustache,BP_HA,BP_BE,BP_BE,BP_BE,,
PDR1042,*mīḏ-,to exceed,SR_XL,MO_OV,QN_EN,MO_OV,,
PDR1043,*mīn-,fish,AN_FI,FD_ME,AN_FI,AN_FI,YES,YES
PDR1044,*mīnṭ-,1 to jump 2 grasshopper,MO_JL,AN_IN,MO_JL,MO_JL,YES,YES
PDR1045,*mīṭ-,"to flick, pluck",PA_SH,PA_CU,MO_BL,PA_FS,,
PDR1046,*mod-,"stupid, fool; blunt",MT_FS,BP_SM,MT_FS,MT_FS,YES,YES
PDR1047,*mod-,first,QN_FI,TI_BB,TI_BB,QN_FI,,YES
PDR1048,*mod-,milch cow,AN_CO,FD_MS,AN_CO,AN_CO,YES,YES
PDR1049,*modal-,trunk of tree,AV_RO,AV_TR,PW_TR,PW_TR,,
PDR1050,*modj-,crocodile,AN_AN,AN_SK,AN_SK,AN_LN,,
PDR1051,*mojmp-,shoulder,BP_SD,BP_BA,BP_SD,BP_SD,YES,YES
PDR1052,*mok- ~ *mogám,face,BP_FA,SR_PO,BP_FA,BP_FA,YES,YES
PDR1053,*mòl-,1 breast 2 waist,BP_BW,BP_UA,BP_BW,BP_BW,YES,YES
PDR1054,*mol-,jasmine,AV_PN,AV_FL,MK_SM,LM_NA,,
PDR1055,*moḷ-,to draw water,MO_SI,FD_DR,PW_WA,PA_DP,,
PDR1056,*monṭ-,"blunt; stump, log",SP_LL,PA_BK,PW_WD,SP_LL,,YES
PDR1057,*mor-anḏ-,rope,PA_RC,MO_YO,PA_RC,PA_RC,YES,YES
PDR1058,*morgil,cloud,PW_CL,PW_MI,PW_CL,PW_CL,YES,YES
PDR1059,*mosar-,"buttermilk, curds",FD_CH,FD_MS,FD_BT,FD_BT,,
PDR1060,*moṬ-,flower-bud,AV_FL,BP_BW,AV_FL,AV_FL,YES,YES
PDR1061,*mot-,"sum, total; whole",QN_WH,QN_QN,QN_WH,QN_CW,YES,
PDR1062,*moṭ- (?),egg,BP_EG,AN_FE,BP_EG,BP_EG,YES,YES
PDR1063,*moẓ-g-,to bow,PA_SH,SR_SI,WH_BW,RB_AL,,
PDR1064,*mō- (?),widow,MK_WD,MK_MW,MK_WD,MK_WD,YES,YES
PDR1065,*mōḍ-i,"manner, style",MT_ME,EM_PA,SO_CR,CA_CD,,
PDR1066,*mōg- (*-ɣ-) ?,to eat,FD_EA,FD_FD,FD_EA,FD_EA,YES,YES
PDR1067,*mōl- (?),smoke,PW_SM,PW_FI,PW_SM,PW_SM,YES,YES
PDR1068,*mōṟ-,"load, burden",MO_CA,PT_HA,MO_CA,MO_CA,YES,YES
PDR1069,*mōṟ-,"face, snout (of animals)",BP_FA,AN_AN,BP_FA,BP_FA,YES,YES
PDR1070,*mō̆T-,"to beat, strike",PA_SH,MO_TH,PA_SH,PA_SH,YES,YES
PDR1071,*mōṭ,fool,MT_FS,EM_AG,MT_FS,MT_FS,YES,YES
PDR1072,*muc-,"torn, spoilt; weak, tired",PT_SP,BP_SS,EM_TR,EM_TR,,
PDR1073,*mud-,"lump, mass",QN_PR,SR_FS,PW_DU,FD_KD,,
PDR1074,*mud-,kiss,EM_KS,SO_ME,EM_KS,EM_KS,YES,YES
PDR1075,*muḍ-,"buttock, anus",BP_BA,BP_BS,AN_AD,AN_AD,,
PDR1076,*muḍ-,1 lame 2 contracted,BP_SM,SR_SG,QN_TP,BP_WE,,
PDR1077,*muḍ-i-,to end,TI_EN,TI_FI,TI_FI,TI_CE,,
PDR1078,*muḍuc- (?),back,BP_BA,AV_TR,BP_BA,BP_BA,YES,YES
PDR1079,*muḏ-,to bark,LM_SC,SP_LD,AN_HU,EM_GR,,
PDR1080,*muḏ- (*-ṟ-),"exulted, proud",EM_PD,EM_AG,EM_PD,EM_PD,YES,YES
PDR1081,*mUg-,to close (of a flower),SR_SH,AV_FL,AV_FL,AV_FL,,
PDR1082,*mug-,"to end, terminate",TI_EN,TI_FI,TI_FI,TI_CE,,
PDR1083,*mUg-,top,SR_TO,BP_HE,MT_MI,SR_TO,,YES
PDR1084,*muj-S-,to cover,SR_CO,SR_SH,CA_VE,CA_CK,,
PDR1085,*mujS-,monkey,AN_MK,AN_AN,AN_MK,AN_MK,YES,YES
PDR1086,*mujt-,"1 mouth, beak 2 to smell",BP_MO,SP_VO,BP_MO,BP_NO,YES,
PDR1087,*muk-,1 to strain 2 to grunt,PA_WV,BP_BB,PA_BN,EM_GR,,
PDR1088,*muk-,to gobble,FD_EA,LM_SC,AN_HU,FD_SU,,
PDR1089,*muḷ-,radish,FD_VE,AV_PN,PW_DA,FD_VE,,YES
PDR1090,*muḷ-,thorn,AV_PN,BP_NA,WH_SP,WH_SW,,
PDR1091,*mÙḷ-ai,"nail, stake",PA_NA,AV_PN,PA_NA,PA_NA,YES,YES
PDR1092,*mulŋ-,horse-radish tree,AV_PN,FD_VE,PW_TR,AV_TR,,
PDR1093,*mun-,front,SR_SD,TI_EA,BP_FC,BP_FC,,
PDR1094,*mun-,anger; displeased; to dislike,EM_AG,EM_HT,EM_HT,EM_AG,,YES
PDR1095,*munḍ-,"post, pillar",PA_NA,DF_HS,PW_SR,RB_AL,,
PDR1096,*munḍ-,tank,PW_LA,FD_PO,AN_FI,WH_FT,,
PDR1097,*mundjal (?),hare,AN_AN,AN_MA,AN_GS,AN_RA,,
PDR1098,*munt-,pot; basin,FD_PO,DF_FR,FD_PO,FD_PO,YES,YES
PDR1099,*munṯ- (?),mucus of nose,BP_NO,BP_BO,BP_NO,BP_NO,YES,YES
PDR1100,*muŋ-,mongoose,AN_AN,AN_MA,AN_EW,AN_MK,,
PDR1101,*mur-,to sound,LM_VO,PW_TH,LM_ST,SP_HE,,
PDR1102,*mur-,1 rough 2 gravel,SP_RG,PW_SR,PW_SA,PW_SA,,
PDR1103,*mur-,young and tender,TI_YG,EM_BF,TI_YG,TI_YG,YES,YES
PDR1104,*mur-,"to burn, singe, scorch; fuel",PW_BU,PW_FI,PW_BU,PW_BU,YES,YES
PDR1105,*mur-,"to dry up, to wither",SP_DR,MO_FA,PA_WA,TI_CE,,
PDR1106,*mur- (*-ṟ-),parched rice,FD_FD,FD_CO,AV_RI,AV_RI,,
PDR1107,*mur-(u)g-,bracelet; ring,CA_AD,CA_BR,CA_FR,CA_BR,,
PDR1108,*murut- (?),a k. of tree (palas tree),AV_TR,PW_TR,AV_TR,AV_TR,YES,YES
PDR1109,*mur-Vg-,to bend; crooked,MO_TU,PA_BN,PA_BN,PA_BN,,
PDR1110,*muṟ-,"to twist, sprain",PA_BN,MO_TU,BP_TE,PA_SO,,
PDR1111,*muṟ- (?),relationship; kinsman,MK_RE,SO_CU,SO_SG,SO_CM,,
PDR1112,*mUṟaḷ-,hermit's tree,AV_TR,PW_TR,PW_TR,AV_TR,,YES
PDR1113,*muṟ-i- (*-ḏ-),"to break, crush",PA_BK,PA_CU,PA_BK,PA_BK,YES,YES
PDR1114,*mus-,to smile,EM_LS,EM_JY,EM_LS,EM_LS,YES,YES
PDR1115,*muS(j)[-iṟ-],red ant,AN_IN,AN_AN,SP_RD,AN_IN,,YES
PDR1116,*musur-,constant rain,PW_RA,PW_WE,PW_RA,PW_RA,YES,YES
PDR1117,*muṬ-,knot (of hair); to tie hair in knots,PA_KN,CA_AD,PA_KN,PA_KN,YES,YES
PDR1118,*muṯ-,to surround,SR_CG,MO_CC,SR_HC,SR_CO,,
PDR1119,*muṭ-,"1 fist, hammer 2 to hammer",PA_HA,PA_SH,PA_HA,PA_SH,YES,
PDR1120,*muṭ-,to touch,SP_TV,SP_FO,SP_TV,SP_TV,YES,YES
PDR1121,*muṭ-,"knee, elbow",BP_KN,BP_EL,BP_EL,BP_KN,,YES
PDR1122,*muṭ-,tool,PA_TO,PA_WS,PA_KF,PA_KF,,
PDR1123,*muẓ-,"full, complete; all",QN_FU,QN_WH,QN_FU,QN_FU,YES,YES
PDR1124,*muẓ-,vexation; quarrel,EM_AG,EM_EJ,SO_SQ,EM_RF,,
PDR1125,*muẓ-,"cubit; elbow, knee",SR_MS,BP_KN,BP_EL,BP_KN,,
PDR1126,*muẓ-,"to speak, make noise",LM_ST,LM_VO,LM_BS,LM_BS,,
PDR1127,*muẓṇ-,"to be immersed, sink",MO_SI,MO_FL,MO_SI,MO_SI,YES,YES
PDR1128,*mū-,three,QN_TH,QN_NN,QN_TH,QN_TH,YES,YES
PDR1129,*mūḍ-,"origin; to bear, begin",MT_CA,SR_GW,AN_BR,MK_AN,,
PDR1130,*mūḍ-,to cover,SR_CO,PA_WA,CA_VE,SR_CO,,YES
PDR1131,*mūḍ- (*-ō-),fog,PW_MI,PW_CL,PW_MI,PW_MI,YES,YES
PDR1132,*mūK-,frog,AN_AN,AN_BI,AN_SK,AN_PI,,
PDR1133,*mūl-,"corner, angle",SR_CN,SR_PO,SR_CN,SR_CN,YES,YES
PDR1134,*mūl-,hair-knot,BP_HA,CA_CD,BP_HA,PA_KN,YES,
PDR1135,*mūl-,piles,BP_BS,BP_LL,PW_MU,BP_ED,,
PDR1136,*mūḷ-,marrow,BP_BR,BP_BN,BP_BL,BP_BL,,
PDR1137,*mūḷ-,"to groan, murmur",EM_GR,BP_BB,EM_GR,EM_GR,YES,YES
PDR1138,*mūḷ-,defect of limb,BP_BO,BP_SM,BP_FT,BP_LE,,
PDR1139,*mūḷ-,bone,BP_BN,BP_BO,BP_BN,BP_BN,YES,YES
PDR1140,*mūḷ- (caus. *mū̆ṭ-),to catch fire; to kindle,PW_LK,PW_BU,PW_LK,PW_BU,YES,
PDR1141,*mūnd(j)-,snout,BP_FA,BP_MO,AN_SK,BP_NO,,
PDR1142,*mū-nǯ-,"to smell, sniff; nose",SP_VO,BP_BB,SP_VS,SP_VS,,
PDR1143,*mūŋ-,nose,BP_NO,BP_FA,BP_NO,BP_NO,YES,YES
PDR1144,*mūŋ-,dumb,MT_FS,BP_TG,MT_FS,MT_FS,YES,YES
PDR1145,*mūŋɣ-,cowbell,CA_AD,DF_LP,AN_CO,AN_CO,,
PDR1146,*mūr-,"to break, tear",PA_BK,PA_CU,PA_TE,PA_TE,,
PDR1147,*mūr-,buffalo; cow,AN_CB,AN_BU,AN_CO,AN_CO,,
PDR1148,*mūr-,old; mature,TI_OL,TI_AG,TI_AG,TI_OL,,YES
PDR1149,*mūṟ-,dirt; bad smell,SP_DS,SP_BD,SP_BD,SP_DS,,YES
PDR1150,*mūt-,old,TI_OL,BP_SM,TI_OL,TI_OL,YES,YES
PDR1151,*mūṭ-,bundle,PT_TA,MO_CA,CA_PO,PA_RC,,
PDR1152,*mūẓ-,"ripe, mature",TI_AG,SR_GW,TI_YG,FD_FR,,
PDR1153,*mVk-,stump; blunt,PW_WD,PW_TR,FD_KN,BP_LE,,
PDR1154,*na[C]ṇ-,fire,PW_FI,PW_LK,PW_FI,PW_FI,YES,YES
PDR1155,*nač-,to tease,EM_AG,SO_HP,BP_LC,EM_PL,,
PDR1156,*nač-,"to desire, trust",EM_DE,EM_WW,EM_DE,EM_DE,YES,YES
PDR1157,*naḍ-,"to shake, tremble",MO_SH,BP_BB,MO_SH,MO_SH,YES,YES
PDR1158,*ńaḍ-,to walk,MO_WA,MO_GO,MO_WA,MO_WA,YES,YES
PDR1159,*nàḍ[u]-,"middle, waist",SR_MI,BP_BS,BP_NV,BP_NV,,
PDR1160,*nag-,to laugh,EM_LS,EM_JY,EM_LS,EM_LS,YES,YES
PDR1161,*naj-,"to love, like; friend, good",EM_LO,EM_DE,EM_LO,EM_LO,YES,YES
PDR1162,*nal-,to squeeze,PA_PR,PA_RU,FD_SU,PA_SR,,
PDR1163,*nal-,good,EM_GD,SP_BR,EM_GD,EM_GD,YES,YES
PDR1164,*nal-,black,SP_BK,SP_CO,SP_BK,SP_BK,YES,YES
PDR1165,*nal-,to dance,MO_DA,EM_PV,MO_DA,MO_DA,YES,YES
PDR1166,*naḶ-,bug,AN_IN,TI_NG,AN_IN,AN_IN,YES,YES
PDR1167,*nam-,to believe,MT_BE,EM_WW,MT_BE,MT_BE,YES,YES
PDR1168,*nam- (*-e-),"moist, damp",SP_WD,SR_SG,SP_WD,SP_WD,YES,YES
PDR1169,*ńamil-,peacock,AN_BI,AV_PN,AN_BI,AN_BI,YES,YES
